name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,last_mentioned_book,last_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept,animal_type,color,owner
Rahvin,Age of Legends,Unknown,Male,Taller than Rand,,"Black, with white at the temples",Black,"Bulky, muscular",,,,TOM,57,TDR,4,TFOH,55,,,Chosen,Dead,999 NE,,,,,,,
Rahman,,Domani,Male,,,,,,,COT,Prologue,COT,Prologue,,,,,Arad Doman,Lord,,Alive,,,,,,,,
Rahien Demain,979 NE,Kandori,Male,,,,,,,NS,23,NS,Epilogue,,,,,,,Lord,Alive,,,,,,,,
Ragon,,Unknown,Male,,,,,,,AMOL,9,AMOL,9,,,,,,,,Dead,1000 NE,,,,,,,
Ragan,,Shienaran,Male,,,,,,,,,,,TEOTW,46,COT,30,,,,Alive,,,,,,,,
Raen,,Unknown,Male,,,Gray,Dark,Wiry,,,,,,TEOTW,25,AMOL,37,,,,Alive,,Seeker,,,,,,
Raefar Kisman,,Tairen,Male,Average,,,,,,,,WH,32,LOC,42,WH,22,Darkfriend,,Asha'man,Dead,1000 NE,Asha'man,,,,,,
Radlin,,Unknown,Male,,,,,,Ogier,LOC,49,LOC,49,,,,,,,,Dead,,,,,,,,
Rad al'Dai,,Andoran,Male,,,,,,,,,,,ACOS,3,WH,6,Two Rivers,,,Alive,,Soldier,,,,,,
Turanna Norill,,Unknown,Female,,,,,,,,,,,TPOD,Prologue,TPOD,Prologue,White Tower,,Aes Sedai,Alive,,,White Ajah,,,,,
Turanine Merdagon,,Unknown,Female,,,"White, straight, waist-length","Dark, tilted",,,KOD,2,,,,,,,White Tower,,Aes Sedai,Dead,957 NE,,Unknown Ajah,,,,,
Turane,,Unknown,Female,,,,,Stocky,,,,,,KOD,22,KOD,22,,,Sailmistress,Alive,,,,,,,,
Tuandha,,Aiel,Female,Tall,,,,,,,,,,COT,8,COT,8,,,,Alive,,,,Unknown clan,Unknown sept,,,
Tsutama Rath,827 NE,Kandori,Female,,,Black,,,,,,TGS,43,NS,6,KOD,Epilogue,White Tower,Highest,Aes Sedai,Alive,,Ajah Head,Red Ajah,,,,,
Toveine Gazal,811NE,Saldaean,Female,Short,Slightly plump,"Dark, long, glossy",Dark,,,ACOS,Prologue,AMOL,37,TPOD,26,AMOL,14,The Shadow,,Aes Sedai,Unknown,,,Red Ajah,,,,,
Torkumen,,Saldaean,Female,,,,,,,,,TOM,32,TOM,24,TOM,24,Darkfriend,,,Dead,1000 NE,Lady,,,,,,
Tion,,Aiel,Female,Tall,,Gray,,Wide,,,,,,ACOS,Prologue,TPOD,11,Sevanna,,,Alive,,Wise One,,Shaido,Unknown sept,,,
Tumad Ahzkan,,Saldaean,Male,,,,,,,,,,,LOC,1,COT,Prologue,,,,Dead,1000 NE,Soldier,,,,,,
Tuck Padwhin,,Andoran,Male,,,,,,,TGH,12,,,TSR,56,TSR,56,Two Rivers,,,Alive,,Carpenter,,,,,,
Trost,,Andoran,Male,,,,,,,,,,,TOM,46,TOM,46,Logain Ablar,,Soldier (Asha'man),Alive,,Asha'man,,,,,,
Trom,,Unknown,Male,,,Black,,Stocky,,,,,,TFOH,16,AMOL,32,Children of the Light,,Lord Captain,Dead,,Soldier,,,,,,
Triben,,Saldaean,Male,,,,,,,,,,,TGS,32,TGS,32,,,,Alive,,Soldier,,,,,,
Trayal,,Unknown,Male,,,Dark,,,Ogier,,,,,TGH,36,TGH,36,,,,Alive,,Treesinger,,,,,,
Torwyn Barshaw,,Andoran,Male,,,,,Squat,,LOC,Prologue,,,LOC,31,LOC,31,Darkfriend,,,Dead,999 NE,Merchant,,,,,,
Torven Rikshan,,Cairhienin,Male,,,,,,,TOM,16,TOM,16,,,,,Perrin Aybara,,Lord,Alive,,,,,,,,
Tornay Lanasiet,,Taraboner,Male,,Stocky,,,,,,,,,KOD,Prologue,KOD,Prologue,Rodel Ituralde,,,Dead,1000 NE,,,,,,,
Raab,,Unknown,Male,,,,,,,,,,,TDR,30,TDR,30,,,,Alive,,Sailor,,,,,,
Tinna,,Unknown,Female,,,Brown,,Statuesque,,,,,,AMOL,37,AMOL,40,Dragonsworn,,,Alive,,,,,,,,
Timna,,Amayarin,Female,,,,,,,,,,,WH,35,,,,,,Dead,,,,,,,,
Tigraine Mantear,950 NE,Andoran,Female,,,Golden,,,,TEOTW,34,AMOL,19,,,,,,Lady,Daughter-heir,Dead,978 NE,,,Taardad,Chumai,,,
Tiedra,,Cairhienin,Female,,,,,Plump,,,,,,TGH,31,TGH,33,,,,Alive,,Innkeeper,,,,,,
Tiana Noselle,,Unknown,Female,Short,,,"Large, brown",Slight,,LOC,Prologue,,,ACOS,11,TOM,3,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,,,,
Tialin,,Aiel,Female,,,Red,,Lanky,,,,,,LOC,25,TPOD,Prologue,,,,Alive,,Wise One,,Unknown clan,Unknown sept,,,
Thurasa,,Domani,Female,,,,,,,,,,,TGS,Prologue,TGS,Prologue,Council of Merchants,,,Unknown,1000 NE,Merchant,,,,,,
Therva Maresis,862 NE,Unknown,Female,,,,,Slim,,,,,,TFOH,50,COT,19,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,,,,
Tormon,,Illianer,Male,,,,,,,WH,9,WH,9,,,,,,,,Alive,,Merchant,,,,,,
Torhs Margin,,Unknown,Male,,,,,,,TGS,37,TGS,37,,,,,,Torhs the Broken,,Dead,,,,,,,,
Torean Andiama,,Tairen,Male,,,,,,,,,,,TSR,3,TGS,42,The Dragon Reborn,Lord,High Lord of Tear,Alive,,,,,,,,
Toram Riatin,,Cairhienin,Male,1 span,24 stone,Dark,,,,LOC,17,TOM,50,ACOS,35,,,,Lord,High Seat,Dead,"Saban 21, 1000 NE",,,,,,,
Toram,,Unknown,Male,,,Gray,,,,,,TSR,39,TSR,19,,,,,Cargomaster,Alive,,,,,,,,
Tomil,,Unknown,Male,,,,,,,,,,,COT,Prologue,COT,Prologue,Younglings,,,Alive,,Soldier,,,,,,
Tomas,,Unknown,Male,Short,,Graying,,Stocky,,TGH,8,,,TSR,30,,,Darkfriend,,,Dead,,Warder,,,,,,
Therava,,Aiel,Female,Tall,Slim,Gray,Blue,,,,,,,LOC,Prologue,KOD,30,,,,Alive,,Wise One,,Shaido,Unknown sept,,,
Theodrin Dabei,966 NE,Domani,Female,,,,,Willowy,,,,AMOL,37,TDR,11,AMOL,37,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Tetsuan,,Unknown,Female,,,,,,,TGH,5,,,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,1200 AB,,Red Ajah,,,,,
Teslyn Baradon,870 NE,Illianer,Female,,,,Dark brown,Scrawny,,,,,,TFOH,Prologue,AMOL,37,White Tower,,Aes Sedai,Alive,,Sitter,Red Ajah,,,,,
Tesien Jorhald,692 NE,Unknown,Female,,,,,,,ACOS,32,ACOS,32,,,,,White Tower,Highest,Aes Sedai,Dead,983 NE,,Red Ajah,,,,,
Tesan,,Taraboner,Female,,,"Dark, beaded braids",,,,,,,,KOD,Prologue,TGS,46,White Tower,,Aes Sedai,Alive,,,White Ajah,,,,,
Teryane,,Saldaean,Female,,,,,,,LOC,45,LOC,45,,,,,,,,Alive,,,,,,,,
Tomada,,Unknown,Male,,,,,,Ogier,TSR,26,TSR,26,,,,,,,,Dead,,Seed Singer,,,,,,
Toma dur Ahmid,,Unknown,Male,,,,,,,TEOTW,Glossary,TOM,Glossary,,,,,,,,Dead,,,,,,,,
Toma,,Unknown,Male,,,,,,,,,,,TSR,26,TSR,26,,,,Dead,,,,,,,,
Tolmeran,,Tairen,Male,,,,,Lean,,,,,,LOC,4,KOD,21,,High Lord of Tear,,Alive,,,,,,,,
Toke Fearnim,,Altaran,Male,,,Gray,,Wiry,,,,,,KOD,6,KOD,6,,,,Alive,,Stableman,,,,,,
Tod al'Caar,,Andoran,Male,,,,,Lanky,,,,TOM,Prologue,ACOS,1,TGS,17,Perrin Aybara,,,Alive,,Soldier,,,,,,
Tobrad,,Murandian,Male,,,,,,,,,,,TGS,28,TGS,28,,,,Dead,,Innkeeper,,,,,,
Tiras,,Seanchan,Male,,,,,Bony,,,,,,TPOD,22,TPOD,22,Ever Victorious Army,,First Lieutenant,Unknown,,Soldier,,,,,,
Timolan,,Aiel,Male,Tall,,Graying,,Massive,,TFOH,2,,,LOC,24,TGS,11,,,,Alive,,Clan chief,,Miagoma,,,,
Teresia,,Ghealdanin,Female,,,,,,,,,TFOH,39,,,,,,Defender of Garen's Wall,Former Queen,Alive,,Lady,,,,,,
Teran,,Amadician,Female,,,,,,,TFOH,10,TFOH,10,,,,,,,,Alive,,,,,,,,
Teramina,,Unknown,Female,,,,,,,TGS,Epilogue,TGS,Epilogue,,,,,White Tower,,Aes Sedai,Alive,,,Green Ajah,,,,,
Teodora,,Saldaean,Female,,,,,,,TFOH,29,TFOH,29,,,,,,,,Dead,,,,,,,,
Tenobia si Bashere Kazadi,,Saldaean,Female,Tall,,,"Purple, tilted",,,TSR,17,AMOL,37,TPOD,Prologue,AMOL,29,,Shield of the North,Queen,Dead,,,,,,,,
Temaile Kinderode,,Cairhienin,Female,Small,,"Dark, shoulder-length","Blue, big",Slight,,NS,2,,,TSR,52,TOM,23,Black Ajah,,Aes Sedai,Dead,1000 NE,,Gray Ajah,,,,,
Tellindal Tirraso,,Unknown,Female,,,,,,,TOM,51,TOM,51,,,,,,,,Dead,,,,,,,,
Telaisien,,Andoran,Female,,,,,,,LOC,26,,,,,,,,Queen,Queen of Andor,Dead,,,,,,,,
Tijds,,Unknown,Male,,,Black,,,,,,,,TGS,40,TGS,40,White Tower,,,Alive,,Soldier,,,,,,
Tian,,Kandori,Male,,,,,,,,,,,TOM,Prologue,TOM,Prologue,Kandor,,,Alive,,Soldier,,,,,,
Thulin,,Shienaran,Male,,,Dark gray,Brown,"Lean, but muscular",,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,Blacksmith,,,,,,
Thorin al Toren al Ban,,Manetherenite,Male,,,,,,,TEOTW,19,,,,,,,,King of Manetheren,King,Dead,,,,,,,,
Thomdril Merrilin,,Andoran,Male,,,White,Blue,,,TEOTW,1,,,TEOTW,4,AMOL,Epilogue,,,,Alive,,Warder,,,,,,
Therin Lugay,,Amadician,Male,,,,,,,,,,,TFOH,10,TFOH,10,,,,Alive,,Unknown occupation,,,,,,
Theril,,Amadician,Male,Tall,,,,Lanky,,,,,,KOD,5,KOD,30,Faile Bashere,,,Alive,,,,,,,,
Tham Felmley,,Andoran,Male,,,,,,,TOM,29,TOM,29,,,,,,,,Dead,,Brickmason,,,,,,
Tauan,,Seanchan,Female,,,,,,,TPOD,6,,,,,,,,,,Dead,1000 NE,,,,,,,
Thad Torfinn,,Andoran,Male,,,,,Skinny,,,,,,LOC,Prologue,KOD,29,Two Rivers,,,Alive,,Farmer,,,,,,
Thad Haren,,Andoran,Male,,,,,,,TFOH,1,,,TFOH,12,TFOH,28,Gareth Bryne,,,Alive,,,,,,,,
Teven Marwin,,Andoran,Male,,,,,,,TSR,40,TSR,43,,,,,Two Rivers,,,Dead,999 NE,,,,,,,
Teven Aerwin,,Unknown,Male,,,,,,,TGH,5,TGH,5,,,,,,,,Dead,,Author,,,,,,
Teva,,Shienaran,Male,,,,,,,TGH,26,TGH,26,,,,,,,,Dead,,,,,,,,
Teryl Wynter,,Murandian,Male,Tall,,Dark red,Blue,Lean,,LOC,43,,,TPOD,7,KOD,30,The Dragon Reborn,,,Alive,,Warder,,,,,,
Tervail Dura,,Taraboner,Male,,,Dark,,Lean,,,,,,LOC,30,KOD,24,White Tower,,,Alive,,Warder,,,,,,
Tamsin Ituralde,,Domani,Female,,,,,,,COT,Prologue,KOD,Prologue,,,,,Arad Doman,,,Alive,,,,,,,,
Tamra Ospenya,,Unknown,Female,,,"Dark, streaked with gray",,,,,,TGS,8,NS,2,NS,12,,Amyrlin Seat,Aes Sedai,Dead,979 NE,,Blue Ajah,,,,,
Tamore Alkohima,,Domani,Female,,,,,Full-figured,,,,NS,18,NS,13,NS,13,,,,Alive,,Seamstress,,,,,,
Tamela,,Aiel,Female,,,,,Bony,,,,,,WH,Prologue,WH,Prologue,,,,Alive,,Wise One,,Goshien,Unknown sept,,,
Tamarla,,Altaran,Female,,,"Dark with long, white streaks",Dark,Bone-lean,,,,,,ACOS,31,TPOD,1,The Kin,,Elder,Alive,,Wise Woman,,,,,,
Termendal,,Shiotan,Male,,,White,Blue,,,ACOS,Prologue,AMOL,1,,,,,,,,Dead,,Poet,,,,,,
Tema,,Shienaran,Male,Average,,Round gray bowl,,,,,,,,TGH,2,TGH,6,,,,Alive,,Stableman,,,,,,
Tellaen,,Domani,Male,,,,,portly,,,,TGS,22,TGS,1,TGS,11,,Lord,,Alive,,,,,,,,
Tell Lewin,,Andoran,Male,,,,,Lanky,,,,,,TSR,33,KOD,4,Two Rivers,,,Alive,,Soldier,,,,,,
Telabin,,Ghealdanin,Male,,,,,,,TPOD,8,TPOD,10,,,,,Ghealdan,,,Alive,,,,,,,,
Tedosian,,Tairen,Male,,,,,Thick,,TSR,4,,,TSR,8,TGS,42,,Lord,High Lord,Alive,,,,,,,,
Teacal,,Domani,Male,,,,,,,COT,Prologue,,,,,COT,Prologue,Arad Doman,Lord,,Alive,,,,,,,,
Tavan,,Cairhienin,Male,,,,,,,,,,,KOD,32,,,Rebel Aes Sedai,,,Dead,1000 NE,Warder,,,,,,
Tavalad,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,,,Unknown,,Clan chief,,Goshien,Unknown sept,,,
Tamala,,Unknown,Female,,,,,,,,,,,TGS,40,TGS,40,White Tower,,Novice,Alive,,,,,,,,
Talva,,Unknown,Female,,,Golden,,Thin,,,,,,TOM,14,TOM,14,Black Ajah,,Aes Sedai,Dead,,,Yellow Ajah,,,,,
Talha,,Seanchan,Female,,,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,,,,
Talana,,Andoran,Female,,,,,,,TOM,49,,,,,,,,Queen,,Unknown,,,,,,,,
Talene Minly,840 NE,Andoran,Female,Tall,,Golden,Blue,Statesque,,,,TGS,46,ACOS,32,KOD,Prologue,Black Ajah,,Aes Sedai,Unknown,,Sitter,Green Ajah,,,,,
Talaan din Gelyn,981 NE,Sea Folk,Female,,,,,Very slim,,,,AMOL,42,ACOS,37,AMOL,42,,,,Alive,,Windfinder,,,,,,
Takima Deraighdin,844 NE,Andoran,Female,Tiny,,"Long, Black",,,,,,,,TGH,39,TOM,27,White Tower,,Aes Sedai,Alive,,Sitter,Brown Ajah,,,,,
Taisa,,Seanchan,Female,,,Dark,,,,,,,,TSR,1,TSR,1,,,,Alive,,,,,,,,
Tabiya,983 NE,Andoran,Female,,,,Green,,,,,,,LOC,8,LOC,39,White Tower,,Novice,Alive,,,,,,,,
Tarran,,Saldaean,Male,,,,,,,,,,,TOM,24,TOM,24,Saldaea,,,Alive,,Soldier,,,,,,
Tarra,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,,,Unknown,,Soldier,,Taardad,Unknown sept,,,
Taringail Damodred,,Cairhienin,Male,,,,,,,NS,6,AMOL,19,,,,,,Lord,,Dead,984 NE,,,,,,,
Taril Canler,,Andoran,Male,"5'10""",,Graying,,Sturdy,,ACOS,27,,,WH,Prologue,AMOL,21,Logain Ablar,,Asha'man,Alive,,Asha'man,,,,,,
Taric,,Aiel,Male,,,,,,,LOC,33,LOC,33,,,,,,,,Alive,,,,Unknown clan,Unknown sept,,,
Tando,,Andoran,Male,,,,,,,,,,,TGS,13,TGS,13,Younglings,,,Alive,,Soldier,,,,,,
Tamrin,,Taraboner,Male,,,,,,,TSR,38,TSR,38,,,,,Tarabon,,,Alive,,Soldier,,,,,,
Tammuz,,Taraboner,Male,,,,,Big,,,,,,TGH,27,TDR,40,,,,,,Illuminator,,,,,,
Tamlin al'Thor,,Andoran,Male,,,Gray,,,,,,,,TEOTW,Ravens,AMOL,Epilogue,Perrin Aybara,Village Councilor,First Captain,Alive,,Soldier,,,,,,
Tabi,,Seanchan,Female,,,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,,,,
Tamaav,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,,,Unknown,,Clan chief,,Unknown clan,Unknown sept,,,
Talric,,Unknown,Male,,,,,,,TGS,40,TGS,40,,,,,White Tower,,,Alive,,Warder,,,,,,
Talmanes Delovinde,,Cairhienin,Male,Short,,"Shaved, powdered at front",,Wiry,,,,AMOL,40,TFOH,43,AMOL,43,Band of the Red Hand,,Lieutenant-General,Alive,,Soldier,,,,,,
Tal Nethin,,Cairhienin,Male,,,,,,,,,,,TFOH,20,TFOH,30,,,,Dead,,Saddlemaker,,,,,,
Takai,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,,,Unknown,,Clan chief,,Miagoma,Unknown sept,,,
Taeric Chavana,,Saldaean,Male,Short,,,Green,Compact,,,,,,TFOH,17,COT,29,Valan Luca,,,Alive,,Entertainer,,,,,,
Tadvishm,,Aiel,Male,Tall,,,,,,TOM,48,,,,,,,,,,Dead,,Unknown occupation,,Unknown clan,Unknown sept,,,
Tad Kandel,,Andoran,Male,,,,,,,LOC,47,,,ACOS,38,ACOS,38,Band of the Red Hand,,Redarm,Dead,1000 NE,Soldier,,,,,,
Suladric,,Aiel,Male,,,,,,,TSR,23,ACOS,Prologue,,,,,,,,Dead,999 NE,Clan chief,,Shaido,,,,
Strom,,Andoran,Male,,,,,"Bulky, Large",,,,,,TEOTW,32,TEOTW,32,,,,Alive,,Bouncer,,,,,,
Stevan,,Cairhienin,Male,,,Gray,,,,,,,,LOC,46,LOC,46,,,,Alive,,Warder,,,,,,
Stepin,,Unknown,Male,,,,"Sad, Brown",Narrow-shouldered,,,,,,NS,7,,,,,,Dead,979 NE,Warder,,,,,,
Steler,,Unknown,Male,Tall,,,,,,,,,,NS,4,NS,5,White Tower,,Bannerman,Alive,,Soldier,,,,,,
Staven,,Domani,Male,,,,,,,TOM,21,TOM,21,,,,,Dragon Reborn,,,Dead,1000 NE,Soldier,,,,,,
Spiron Narettin,,Illianer,Male,,,,,,,,,,,TPOD,21,TPOD,21,Council of Nine,,,Alive,,,,,,,,
Speral,,Altaran,Male,,,,,,,,,,,COT,26,COT,26,,,,Alive,,Assistant,,,,,,
Spar,,Unknown,Male,,,,,,,,,,,ACOS,29,ACOS,29,Darkfriend,,,Dead,1000 NE,,,,,,,
Souran Maravaile,,Unknown,Male,,,,,,,LOC,1,LOC,26,,,,,,,General,Dead,FY 1017,Soldier,,,,,,
Sorrentin,,Domani,Male,,,,,,,,,,,TOM,21,TOM,21,Dragon Reborn,,,Alive,,Soldier,,,,,,
Sorelana Alsahhan,,Unknown,Male,,,,,,,COT,7,COT,7,,,,,,,,Dead,,Author,,,,,,
Soran Milo,,Unknown,Male,,,,,,,TSR,22,TSR,22,,,,,,,,Dead,,Author,,,,,,
Snert,,Andoran,Male,,,,,,,,,,,TOM,22,TOM,22,,,,Alive,,Innkeeper,,,,,,
Slone Maddow,,Unknown,Male,,,,,,,,,,,TOM,9,TOM,9,Band of the Red Hand,,,Alive,,Soldier,,,,,,
Sleete,,Unknown,Male,,,"Long, black",,Lanky,,,,,,TGS,13,AMOL,18,White Tower,,,Alive,,Warder,,,,,,
Isam Mandragoran,,Malkieri,Male,Tall,,Dark,Blue,Muscular,,TEOTW,47,AMOL,Prologue,TSR,28,AMOL,46,The Shadow,,,Dead,,,,,,,,
Simion,,Ghealdanin,Male,,,,,,,,,,,TDR,8,TDR,9,,,,Alive,,Attendant,,,,,,
Simaan,,Tairen,Male,,,,Sharp,,,TSR,21,,,TFOH,46,TGS,42,The Dragon Reborn,Lord,High Lord,Alive,,,,,,,,
Sim,,Amadician,Male,,,,,,,TFOH,13,TFOH,13,,,,,,,,Alive,,Innkeeper,,,,,,
Shivan,,Unknown,Male,,,,,,,,,,,TGH,47,,,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,,,,
Shiv,,Andoran,Male,,,,,,,,,,,AMOL,Prologue,AMOL,Prologue,,,,,,Soldier,,,,,,
Shimron,,Domani,Male,,,White,,Gaunt,,,,,,COT,Prologue,,,Dragonsworn,Lord,,Dead,1000 NE,,,,,,,
Uso,,Unknown,Male,,,,,,,TOM,1,TOM,1,,,,,,,,Alive,,Farmer,,,,,,
Urien,,Aiel,Male,Tall,,"Red, short with tail",,,,,,,,TGH,28,AMOL,36,,,,Alive,,,,Reyn,Two Spires,,,
Uren din Jubai Soaring Gull,,Sea Folk,Male,,,,,,,LOC,Glossary,TOM,Glossary,,,,,,,,Dead,,Scholar,,,,,,
Shedren,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,,,Unknown,,Clan chief,,Daryne,Unknown sept,,,
Sharbon,,Amadician,Male,,,,,Plump,,,,,,TDR,Prologue,TDR,Prologue,Jaichim Carridin,,,Alive,,Servant,,,,,,
Shaofan,,Sharan,Male,,,,,,,,,,,LOC,6,LOC,6,Graendal,Sh'botay,,Unknown,,,,,,,,
Shandin,,Unknown,Male,,,,,,Ogier,LOC,54,LOC,54,,,,,,,,Dead,,,,,,,,
Shaidar Haran,,Unknown,Male,Tall,,,,,,,,,,TEOTW,17,AMOL,25,The Shadow,,,Dead,,,,,,,,
Shaen,,Aiel,Male,,,,,,,,,,,AMOL,20,AMOL,20,,,,Alive,,,,,,,,
Seve,,Amadician,Male,,,,,,,,,LOC,13,TFOH,49,LOC,12,,,,Alive,,,,,,,,
Setagana,,Unknown,Male,,,Dark,,Lean,,,,,,COT,16,COT,16,Rebel Aes Sedai,,,Dead,1000 NE,Warder,,,,,,
Serden,,Unknown,Male,,,,,,Ogier,LOC,49,,,,,LOC,49,,,,Dead,,Author,,,,,,
Semaradrid Maravin,,Cairhienin,Male,,,Gray at temples,Dark,,,,,,,LOC,4,TPOD,24,Dragon Reborn,Lord,,Alive,,,,,,,,
Uno Nomesta,,Shienaran,Male,Slightly above average,,Long black topknot,Single dark eye,Average,,TGH,3,,,TGH,9,AMOL,37,The Dragon Reborn,,Captain,Alive,,soldier,,,,,,
Seirin,,Aiel,Male,,,,,,,,,,,TFOH,44,TFOH,44,,,,Alive,,,,Tomanelle,Shorara,,,
Sedrin a'Conlin,978 NE,Murandian,Male,,,,,,,,,,,NS,5,NS,5,,,,Alive,,,,,,,,
Sedrin,,Unknown,Male,,,,,,,TFOH,17,TFOH,17,,,,,Valan Luca,,,Dead,999 NE,Entertainer,,,,,,
Sebban Balwer,,Amadician,Male,Small,,,,Small,,,,,,LOC,Prologue,AMOL,1,Perrin Aybara,,,Alive,,Secretary,,,,,,
Sarin Hoigan,,Unknown,Male,Average,,Bald,,Very Wide,,,,,,TFOH,50,KOD,23,White Tower,,,Alive,,Warder,,,,,,
Sarien,,Aiel,Male,,,,,,,TDR,34,,,,,,,,,,Dead,999 NE,,,Unknown clan,Unknown sept,,,
Santes,,Mayener,Male,,,,,,,,,COT,6,WH,5,WH,5,Perrin Aybara,,,Dead,1000 NE,Thief-catcher,,,,,,
Sanor,,Tairen,Male,,,,,Large,,,,,,TDR,32,TDR,40,Huan Mallia,,,Alive,,Sailor,,,,,,
Sanduin,,Aiel,Male,,,,,,,LOC,18,LOC,18,,,,,,,,Alive,,,,Unknown clan,Unknown sept,,,
Sandip,,Unknown,Male,,,Dark,,,,,,,,AMOL,Prologue,,,Band of the Red Hand,,Lieutenant,Alive,,Soldier,,,,,,
Samwil Hark,,Andoran,Male,Average,Average,Brown,Brown,,,,,TOM,11,KOD,16,KOD,32,House Trakand,,,Alive,,Cutpurse,,,,,,
Sammrie,,Murandian,Male,,,,,,,TGS,28,TGS,28,,,,,,,,Alive,,Cooper,,,,,,
Sammael,Age of Legends,Unknown,Male,Slightly above average,,"Golden, Blond",Blue,"Compact, Solid",,TDR,6,AMOL,17,TFOH,Prologue,ACOS,41,,,Chosen,Dead,1000 NE,,,,,,,
Saml Hake,,Andoran,Male,,,"Long, Stringy",Dark,Bony,,,,,,TEOTW,32,TEOTW,32,,,,Alive,,Innkeeper,,,,,,
Saml al'Seen,,Andoran,Male,,,Dark,,,,,,,,KOD,Epilogue,KOD,Epilogue,Black Tower,,Soldier (Asha'man),Alive,,Asha'man,,,,,,
Samel Crawe,,Andoran,Male,,,,,,,,,,,TEOTW,2,TSR,56,Two Rivers,Village Councilor,,Alive,,,,,,,,
Sajius,,Unknown,Male,,,,,,,TGS,48,TGS,48,,,,,,,,Dead,,Author,,,,,,
Vogeler,,Saldaean,Male,,,,,,,,,,,TOM,32,TOM,32,Dragon Reborn,,,Alive,,Soldier,,,,,,
Vivian,,Domani,Male,,,,,,,TGS,31,TGS,31,,,,,,Lord,,Alive,,,,,,,,
Vitalien,,Unknown,Male,,,,,,,LOC,25,AMOL,34,TGS,17,AMOL,23,The Dragon Reborn,,,Dead,,Warder,,,,,,
Vilnar Barada,,Saldaean,Male,,,,,,,,,,,LOC,45,LOC,45,Davram Bashere,,Under-lieutenant,Alive,,Soldier,,,,,,
Villiam Bloodletter,,Unknown,Male,,,,,,,TOM,47,TOM,47,,,,,,,,Dead,,,,,,,,
Vestas,,Unknown,Male,,,,,,,,,,,TGS,41,TGS,41,White Tower,,Captain,Alive,,Soldier,,,,,,
Veshir,,Borderlander,Male,,,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,Farmer,,,,,,
Verdin,,Unknown,Male,,,,,,,,,,,LOC,38,LOC,44,Band of the Red Hand,,Squadman,Alive,,Soldier,,,,,,
Venr Kosaan,,Saldaean,Male,,,"Graying, black, curly",,Slim,,,,,,WH,7,KOD,32,White Tower,,,Dead,1000 NE,Warder,,,,,,
Vasa,,Tairen,Male,,,,,Large,,,,,,TDR,32,TDR,32,Huan Mallia,,,Alive,,Sailor,,,,,,
Varkel Tius,,Andoran,Male,,,,,,,TOM,,,,TOM,,,,Two Rivers,,,Alive,,,,,,,,
Varil Nensen,,Taraboner,Male,,,,,,,,,AMOL,37,TPOD,23,TPOD,23,Darkfriend,,Asha'man,Alive,,Dreadlord,,,,,,
Varek,,Seanchan,Male,,,,,Skinny,,,,,,TPOD,24,TPOD,24,,,Under-Lieutenant,Alive,,,,,,,,
Varan Marcasiev,,Kandori,Male,,,,,,,NS,15,NS,15,,,,,Kandor,Lord of Canluum,Lord,Alive,,,,,,,,
Varadin,,Unknown,Male,,,,,,,LOC,9,ACOS,Prologue,,,,,Children of the Light,,,Alive,,,,,,,,
Vane,,Altaran,Male,Stocky,,Graying,,,,,,,,KOD,11,KOD,11,Darkfriend,,,Dead,1000 NE,,,,,,,
Valan Luca,,Unknown,Male,Tall,,Dark,,,,,,TOM,52,TFOH,13,KOD,35,,,,Alive,,Entertainer,,,,,,
Viria Connoral,,Unknown,Female,,,Dark,,,,,,,,TOM,27,,,White Tower,,Aes Sedai,Alive,,Sitter,Red Ajah,,,,,
Viendre,,Aiel,Female,,,,Blue,,,,,,,WH,Prologue,WH,Prologue,,,,Alive,,Wise One,,Goshien,Unknown sept,,,
Verine,,Unknown,Female,,,,,,,,,,,TFOH,19,TFOH,19,White Tower,,Accepted,Dead,,,,,,,,
Verin Mathwin,849 NE,Far Madding,Female,Short,,"Brown, with a touch of gray",Dark,Plump,,NS,3,TOM,Epilogue,NS,10,TGS,39,The Light,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,,,,
Velina Behar,859 NE,Saldaean,Female,,,,"Sharp, Tilted",,,,,TGS,Epilogue,TPOD,25,TPOD,25,Black Ajah,,Aes Sedai,Unknown,,Sitter,White Ajah,,,,,
