name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Silviana Brehon,849 NE,Amadician,Female,,,Dark,,Stocky,,TFOH,Prologue,TPOD,25,AMOL,37,White Tower,Keeper of the Chronicles,Aes Sedai,Alive,,,Red Ajah,,
Siuan Sanche,958 NE,Tairen,Female,Average,,"Dark, shoulder-length",Blue,,,,,NS,2,AMOL,37,White Tower,,Aes Sedai,Dead,1000 NE,,Blue Ajah,,
Silvane Redfor,,Andoran,Female,,,,,,,The Wheel of Time Companion,,,,,,Unaligned sisters,,Aes Sedai,Alive,,,Green Ajah,,
Soferra,,,Female,,,,,,Ogier,TSR,43,,,,,,,,Dead,,,,,
Silene Dorelmin,,Kandori,Female,,,,,Slim,,,,NS,24,NS,24,,,,Alive,,Seamstress,,,
Sillia Cerano,,Unknown nationality,Female,,,,,,,TFOH,36,,,,,,,,Alive,,Entertainer,,,
Sigril,,Saldaean,Female,,,,,,,TOM,24,,,,,Saldaea,,,Alive,,,,,
Siedre,,Aiel,Female,,,Red-gold,,,,,,,,,,,,,Dead,,,,Da'shain Aiel,
Sierin Vayu,736 NE,Unknown nationality,Female,,,,Hard,Plump,,,,NS,14,NS,14,,Amyrlin Seat,Aes Sedai,Dead,984 NE,,Gray Ajah,,
Shyanda,,Aiel,Female,,,Fiery Red,,,,,,WH,Prologue,WH,Prologue,,,,Alive,,Wise One,,Goshien,Unknown sept
Sibella,,Unknown nationality,Female,,,Yellow,,Scrawny,,,,ACOS,38,TPOD,3,The Kin,,Elder,Alive,,,,,
Shimoku,,Kandori,Female,,,,Dark,,,,,LOC,14,LOC,14,White Tower,,Accepted,Alive,,,,,
Shimel,,Far Madding,Female,,,,,,,,,WH,32,WH,32,,,,Alive,,Merchant,,,
Shiaine Avarhin,,Andoran,Female,,,,,,,WH,10,,,,,,Lady,,Dead,,,,,
Shielyn din Sabura Night Waters,,,Female,Tall,,,,Slender,,,,WH,11,TOM,36,,,Windfinder,Alive,,,,,
Shevan Gadarin,843 NE,Kandori,Female,Tall,,,,Thin,,,,TPOD,25,TGS,46,White Tower,,Aes Sedai,Dead,1000 NE,Sitter,Brown Ajah,,
Shendla,,Sharan,Female,,,,,,,,,AMOL,37,AMOL,38,Bao the Wyld,,Ayyad,Alive,,,,,
Sheriam Bayanar,,Saldaean,Female,,,Fiery red,"Pale Green, slanted",Slightly plump,,,,NS,6,TGS,45,Black Ajah,,Aes Sedai,Dead,1000 NE,,Blue Ajah,,
Sheraine Caminelle,,Cairhienin,Female,Very short,,Dark,,Slender,,,,TGH,42,KOD,36,,,Aes Sedai,Alive,,,Blue Ajah,,
Shemerin,828 NE,Unknown nationality,Female,,,,,Plump,,,,TSR,47,TGS,26,White Tower,,Accepted,Alive,,,Yellow Ajah,,
Shemari,,Unknown nationality,Female,,,,,,,,,COT,17,COT,17,White Tower,,Aes Sedai,Alive,,Librarian,Brown Ajah,,
Shemaen,,Unknown nationality,Female,,,,,,,NS,8,,,,,,,Aes Sedai,Alive,,,Unknown Ajah,,
Shein Chunla,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,651 NE,,Green Ajah,,
Sharmad Zeffar,,Domani,Female,,,,,Plump,,,,LOC,Prologue,LOC,Prologue,Two Rivers,,,Alive,,,,,
Sharina Melloy,933 NE,Murandian,Female,,,"Gray, tied in bun",,,,TGH,23,COT,17,TGS,18,White Tower,,Novice,Alive,,,,,
Shanelle,,Altaran,Female,,,,Light Blue,,,,,LOC,30,LOC,30,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Shanan,,Seanchan,Female,,,,,,,,,AMOL,Epilogue,AMOL,Epilogue,,,,Alive,,,,,
Shanal,,Unknown nationality,Female,,,,,,,,,TGS,40,TGS,40,White Tower,,Novice,Alive,,,,,
Shana Goridien,882 NE,Unknown nationality,Female,,,,Bulging,,,,,LOC,40,COT,19,White Tower,,Aes Sedai,Alive,,,White Ajah,,
Sevlana Meseau,,Unknown nationality,Female,,,,,,,ACOS,19,,,,,White Tower,,Aes Sedai,Dead,,,Gray Ajah,,
Shahal Comanli,c. 800 NE,Domani,Female,"5'2""",,,,Stout,,The Wheel of Time Companion,,,,,,Unaligned sisters,,Aes Sedai,Alive,,,Gray Ajah,,
Shalon din Togara Morning Tide,,,Female,,,,,,,,,ACOS,34,KOD,22,,,Windfinder,Alive,,,,,
Sevanna,,Aiel,Female,,,Golden,Green,,,TSR,49,TSR,57,KOD,30,Aiel,,Roofmistress,Alive,,,,Shaido,Jumai
Setsuko,,Arafellin,Female,Short,,,Pale,Stocky,,,,NS,6,NS,6,White Tower,,Novice,Alive,,,,,
Setalle Anan,902 NE,Borderlander,Female,,,Graying,Hazel,,,,,LOC,47,AMOL,34,,,,Alive,,Innkeeper,,,
Seta Zarbey,,Seanchan,Female,Short,,Yellow,Blue,,,,,TGH,45,TOM,17,,,,Alive,,,,,
Serrisa,,Seanchan,Female,,,,,,,,,TGH,29,TGH,29,Egeanin Tamarath,,,Alive,,,,,
Serinia,,Unknown nationality,Female,,,,,,,,,AMOL,1,AMOL,1,White Tower,,,Alive,,,Unknown Ajah,,
Serile,,,Female,,Average,,,,,,,KOD,22,KOD,22,,,Windfinder,Alive,,,,,
Seri,982 NE,Seanchan,Female,,,,,,,,,TFOH,32,TFOH,32,,,,Alive,,,,,
Serenia Latar,,Unknown nationality,Female,,,,,,,LOC,31,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,306 NE,,Gray Ajah,,
Sergase Gilbearn,,Andoran,Female,Small,,"Dark, touches of white",,Slim,,LOC,28,KOD,17,,,House Trakand,Lady,,Alive,,,,,
Sereille Bagand,586 NE,Far Madding,Female,,,,,,,ACOS,32,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,890 NE,,White Ajah,,
Sereine dar Shamelle Motara,,Jaramide,Female,,,,,,,TSR,1,,,,,,,,Dead,,,,,
Seralin,,Aiel,Female,,,,,,,Wheel of Time Companion,,,,,,,,,Alive,,Wise One,,Shaido,Unknown sept
Serailla,,Kandori,Female,,,,Dark,,,,,TPOD,Prologue,TPOD,Prologue,Kandor,First Councilor,Lady,Alive,,,,,
Serancha Colvine,835 NE,Unknown nationality,Female,,,Light brown,Pale blue,,,ACOS,32,KOD,24,TGS,43,White Tower,Head Clerk,Aes Sedai,Alive,,,Gray Ajah,,
Serafelle Tanisloe,,Murandian,Female,,,,,,,NS,6,TGH,4,TDR,18,Elaida a'Roihan's White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Sera,,Seanchan,Female,,,"Curly, dark",,,,,,WH,14,WH,14,,,,Alive,,,,,
Sephanie Pelden,,Andoran,Female,,,,,Stocky,,,,COT,12,KOD,35,Elayne Trakand,,,Alive,,Maid,,,
Sendara,,Aiel,Female,,,,,,,KOD,18,,,,,,,,Dead,,,,Taardad,Iron Mountain
Seonid Traighan,928 NE,Cairhienin,Female,Short,,Dark,,,,LOC,41,LOC,43,TOM,26,Perrin Aybara,,Aes Sedai,Alive,,,Green Ajah,,
Senine din Ryal,,,Female,,,Graying,,,,,,TPOD,2,KOD,33,,,Windfinder,Alive,,,,,
Selucia,,Seanchan,Female,Average,,Gold,Blue,,,,,WH,14,AMOL,24,,,,Alive,,,,,
Semirhage,Age of Legends,,Female,Unusually tall,,"Short, wavy","Dark, large",Slender,,TFOH,3,LOC,Prologue,TGS,22,,,Chosen,Dead,1000 NE,,,,
Selindrin,,Taraboner,Female,,,,,Sleek,,,,TSR,38,TSR,38,Tarabon,,,Alive,,Tavernkeeper,,,
Selande Darengil,,Cairhienin,Female,Short,,"Dark, long",,,,,,TFOH,51,TOM,30,Cha Faile,,,Alive,,,,,
Selame,,Tairen,Female,,,,,,,ACOS,8,ACOS,10,,,,,,Dead,1000 NE,Maid,,,
Selame Necoine,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,5 NE,,Green Ajah,,
Segan do Avharin a'Roos,,Murandian,Female,Tall,,"Long, Dark",Dark,Slender,,,,TPOD,17,TPOD,18,,Lady,,Alive,,,,,
Sela,,Andoran,Female,,,,,,,TFOH,1,,,,,House Bryne,,,Alive,,,,,
Sefela,,Aiel,Female,,,,,,,,,TSR,12,TSR,12,,,,Alive,,,,Unknown clan,Unknown sept
Sedore Dajenna,813 NE,Tairen,Female,,,Dark,Dark,,,,,TPOD,25,TOM,37,Black Ajah,,Aes Sedai,Dead,1000 NE,Sitter,Yellow Ajah,,
Tyrn sur Paendrag Mashera,,Mayener,Male,,,,,,,RPG,,,,,,,First of Mayene,First Lord,Dead,FY 1054,,,,
Turol,,Aiel,Male,,,,,,,TFOH,53,,,,,,,,Alive,,,,Unknown clan,Unknown sept
Tymoth,,Unknown nationality,Male,,,Red,,,,TOM,21,TOM,28,TOM,28,Rand al'Thor,,Asha'man,Alive,,Asha'man,,,
Turan,,Seanchan,Male,Short,,"Close-cropped, black",,Stout,,KOD,Prologue,TGS,6,,,,,Lieutenant-General,Dead,1000 NE,,,,
Turne,,Ghealdanin,Male,,,"Red, Currly",,Lanky,,,,TOM,2,TOM,2,Perrin Aybara,,,Alive,,Mercenary,,,
Viria Connoral,,Unknown nationality,Female,,,Dark,,,,,,TOM,27,,,White Tower,,Aes Sedai,Alive,,Sitter,Red Ajah,,
Voniel,,,Female,,,,,,Ogier,LOC,20,,,,,,,,Alive,,,,,
Viendre,,Aiel,Female,,,,Blue,,,,,WH,Prologue,WH,Prologue,,,,Alive,,Wise One,,Goshien,Unknown sept
Seana,,Aiel,Female,,,"Dark, Gray-streaked",Blue-Gray,,,TDR,39,TSR,23,,,,,,Dead,999 NE,Wise One,,Nakai,Black Cliffs
Sealdre,,Aiel,Female,,,Golden,,,,,,TSR,25,TSR,25,,,,Dead,,,,Aiel,
Savion Amhara,,Far Madding,Female,,,,,,,WH,22,,,,,Far Madding,,First Counsel,Dead,,,,,
Seaine Herimon,841NE,Murandian,Female,,,"Black, thick",Watery blue,,,ACOS,8,ACOS,32,AMOL,21,White Tower,,Aes Sedai,Alive,,Sitter,White Ajah,,
Savara,,Seanchan,Female,,,,,,,,,AMOL,24,AMOL,24,,,,Alive,,,,,
Satina,,Unknown nationality,Female,,,,,,,LOC,14,LOC,14,LOC,14,Rebel Aes Sedai,,,Alive,,Servant,,,
Sashalle Anderly,816 NE,Unknown nationality,Female,,,Curly,Blue,,,WH,14,COT,Prologue,AMOL,42,The Dragon Reborn,,Aes Sedai,Alive,,,Red Ajah,,
Saroiya Farseen,857 NE,Domani,Female,,,,,Blocky,,TFOH,26,TPOD,16,TOM,27,White Tower,,Aes Sedai,Alive,,Sitter,White Ajah,,
Sari Ayellin,,Andoran,Female,,,,,,,TEOTW,16,,,,,Two Rivers,,,Alive,,,,,
Sarinde,,Aiel,Female,,,,,,,ACOS,18,AMOL,6,AMOL,6,,,,Alive,,Wise One,,Codarra,Unknown sept
Sarena,,Altaran,Female,,Stocky,,,,,,,LOC,8,LOC,8,,Lady,Noblewoman,Alive,,,,,
Sarendhra,,Aiel,Female,,,,Blue,,,,,KOD,21,KOD,21,,,,Alive,,,,Shaido,Unknown sept
Sarene Nemdahl,955 NE,Taraboner,Female,,,"Dark, In beaded braids",,,,,,NS,4,AMOL,34,White Tower,,Aes Sedai,Unknown,,,White Ajah,,
Sareitha Tomares,965 NE,Tairen,Female,,,Dark,Brown,,,,,ACOS,16,KOD,31,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,
Saraline Amerano,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,,Aes Sedai,Dead,,,Unknown Ajah,,
Sarasia,,Unknown nationality,Female,,,,,Plump,,,,TOM,52,TOM,52,The Kin,,,Alive,,,,,
Saralin,,Aiel,Female,,,,,,,,,TSR,25,TSR,25,,,,Dead,,,,Da'shain Aiel,
Sara,,Andoran,Female,,,,,,,,,TEOTW,15,TEOTW,15,,,,Alive,,Cook,,,
Sanetre,,Unknown nationality,Female,,,,,,,,,KOD,32,KOD,32,Queen's Guard,,,Alive,,Soldier,,,
Sanaiye Asaheen,,Domani,Female,,,,,,,Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Sarainya Vostovan,924 NE,Arafellin,Female,,,,,,,,,ACOS,24,TPOD,28,The Kin,,,Alive,,,,,
Sammana,,Aiel,Female,,,,,,,TOM,38,,,,,,,,Dead,,Wise One,,Unknown clan,Unknown sept
Samalin Naeroda,935 NE,Murandian,Female,Tall,,,,,,,,LOC,35,KOD,23,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Salya,,,Female,,,,,,,TEOTW,4,,,,,,,,Fictional character,,,,,
Samitsu Tamagowa,856 NE,Arafellin,Female,,,Dark,Hazel,,,,,ACOS,36,TOM,52,Unaligned sisters,,Aes Sedai,Alive,,,Yellow Ajah,,
Salita Toranes,,Tairen,Female,,,Dark,Cool,Plump,,,,LOC,30,KOD,23,White Tower,,Aes Sedai,Alive,,Sitter,Yellow Ajah,,
Salindi Casolan,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Salia Pomfrey,,Andoran,Female,,,,,,,NS,6,,,,,,,,Alive,,,,,
Saerin Asnobar,781 NE,Altaran,Female,,,"Dark, Graying",,,,,,TPOD,26,AMOL,Epilogue,White Tower,,Aes Sedai,Alive,,Sitter,Brown Ajah,,
Sahra Covenry,984 NE,Unknown nationality,Female,,,Black,,,,,,TSR,1,TSR,17,White Tower,,Novice,Dead,999 NE,,,,
Tumad Ahzkan,,Saldaean,Male,,,,,,,,,LOC,1,COT,Prologue,,,,Dead,1000 NE,Soldier,,,
Turak Aladon,,Seanchan,Male,Tall,,Shaved,Dark,,,,,TGH,29,TGH,45,,,High Lord,Dead,998 NE,,,,
Sabeine Ocalin,,Unknown nationality,Female,,,,,,,COT,14,,,,,The Kin,,,Alive,,,,,
Tuck Padwhin,,Andoran,Male,,,,,,,TGH,12,TSR,56,TSR,56,Two Rivers,,,Alive,,Carpenter,,,
Trom,,Unknown nationality,Male,,,Black,,Stocky,,,,TFOH,16,AMOL,32,Children of the Light,,Lord Captain,Dead,,Soldier,,,
Trost,,Andoran,Male,,,,,,,,,TOM,46,TOM,46,Logain Ablar,,Soldier (Asha'man),Alive,,Asha'man,,,
Triben,,Saldaea,Male,,,,,,,,,TGS,32,TGS,32,,,,Alive,,Soldier,,,
Torwyn Barshaw,,Andoran,Male,,,,,Squat,,LOC,Prologue,LOC,31,LOC,31,Darkfriend,,,Dead,999 NE,Merchant,,,
Torven Rikshan,,Cairhienin,Male,,,,,,,TOM,16,,,,,Perrin Aybara,,Lord,Alive,,,,,
Trayal,,,Male,,,Dark,,,Ogier,,,TGH,36,TGH,36,,,,Alive,,Treesinger,,,
Tornay Lanasiet,,Taraboner,Male,,Stocky,,,,,,,KOD,Prologue,KOD,Prologue,Rodel Ituralde,,,Dead,1000 NE,,,,
Tormon,,Illianer,Male,,,,,,,WH,9,,,,,,,,Alive,,Merchant,,,
Torhs Margin,,Unknown nationality,Male,,,,,,,TGS,37,,,,,,Torhs the Broken,,Dead,,,,,
Torean Andiama,,Tairen,Male,,,,,,,,,TSR,3,TGS,42,The Dragon Reborn,Lord,High Lord of Tear,Alive,,,,,
Toram Riatin,,Cairhienin,Male,1 span,24 stone,Dark,,,,LOC,17,ACOS,35,,,,Lord,High Seat,Dead,"Saban 21, 1000 NE",,,,
Toram,,,Male,,,Gray,,,,,,TSR,19,,,,,Cargomaster,Alive,,,,,
Tomil,,Unknown nationality,Male,,,,,,,,,COT,Prologue,COT,Prologue,Younglings,,,Alive,,Soldier,,,
Tomas,,Unknown nationality,Male,Short,,Graying,,Stocky,,TGH,8,TSR,30,,,Darkfriend,,,Dead,,Warder,,,
Toma,,Unknown nationality,Male,,,,,,,,,TSR,26,TSR,26,,,,Dead,,,,,
Tomada,,,Male,,,,,,Ogier,TSR,26,,,,,,,,Dead,,Seed Singer,,,
Tolmeran,,Tairen,Male,,,,,Lean,,,,LOC,4,KOD,21,,High Lord of Tear,,Alive,,,,,
Toma dur Ahmid,,Unknown nationality,Male,,,,,,,TEOTW,Glossary,,,,,,,,Dead,,,,,
Toke Fearnim,,Altaran,Male,,,Gray,,Wiry,,,,KOD,6,KOD,6,,,,Alive,,Stableman,,,
Tobrad,,Murandian,Male,,,,,,,,,TGS,28,TGS,28,,,,Dead,,Innkeeper,,,
Tiras,,Seanchan,Male,,,,,Bony,,,,TPOD,22,TPOD,22,Ever Victorious Army,,First Lieutenant,Unknown,,Soldier,,,
Tod al'Caar,,Andoran,Male,,,,,Lanky,,,,ACOS,1,TGS,17,Perrin Aybara,,,Alive,,Soldier,,,
Tijds,,Unknown nationality,Male,,,Black,,,,,,TGS,40,TGS,40,White Tower,,,Alive,,Soldier,,,
Timolan,,Aiel,Male,Tall,,Graying,,Massive,,TFOH,2,LOC,24,TGS,11,,,,Alive,,Clan chief,,Miagoma,
Tian,,Kandori,Male,,,,,,,,,TOM,Prologue,TOM,Prologue,Kandor,,,Alive,,Soldier,,,
Thorin al Toren al Ban,,Manetherenite,Male,,,,,,,TEOTW,19,,,,,,King of Manetheren,King,Dead,,,,,
Thulin,,Shienaran,Male,,,Dark gray,Brown,"Lean, but muscular",,,,TGS,Prologue,TGS,Prologue,,,,Alive,,Blacksmith,,,
Therin Lugay,,Amadician,Male,,,,,,,,,TFOH,10,TFOH,10,,,,Alive,,Unknown occupation,,,
Thomdril Merrilin,,Andoran,Male,,,White,Blue,,,TEOTW,1,TEOTW,4,AMOL,Epilogue,,,,Alive,,Warder,,,
Ryne Venamar,948 NE,Malkier,Male,Tall,,Braided with bells,,,,,,NS,16,NS,26,Darkfriend,,,Dead,979 NE,,,,
Rylen t'Boriden Rashad,,Saldaea,Male,,,,,,,RPG,,,,,,,King of Saldaea,King,Dead,,,,,
Ryn Anhara,,Unknown nationality,Male,,,,,,,WH,Prologue,,,,,School of Cairhien,,,Alive,,Inventor,,,
Ryden,,Borderlander,Male,,,,,,,,,AMOL,Prologue,AMOL,Prologue,Band of the Red Hand,,,Alive,,Soldier,,,
Ruthan,,Saldaean,Male,,,,Hard,,,,,KOD,20,KOD,20,Weilin Aldragoran,,,Alive,,Clerk,,,
Rumann,,Unknown nationality,Male,,,,,,,,,COT,2,COT,2,Valan Luca,,,Alive,,Entertainer,,,
Rulan Allwine,,Andoran,Male,,,,,Stout,,,,TEOTW,33,TEOTW,33,,,,Alive,,Innkeeper,,,
Rowan Hurn,,Andoran,Male,,,,,,,,,TEOTW,2,TOM,34,Perrin Aybara,Village Councilor,,Alive,,,,,
Rovair,,Tairen,Male,,,,,Stout,,,,ACOS,35,ACOS,35,Darlin Sisnera,Lord,,Alive,,,,,
Rowahn,,Aiel,Male,Tall,,,,,,TOM,48,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept
Rovair Kirklin,,Unknown nationality,Male,,,Dark,,Compact,,,,TPOD,10,KOD,30,The Dragon Reborn,,,Alive,,Warder,,,
Rossin,,Domani,Male,,,,,,,TOM,32,,,,,Dragon Reborn,,,Dead,1000 NE,,,,
Rosse,,Andoran,Male,,,,,,,,,AMOL,Prologue,AMOL,Prologue,,,,,,Soldier,,,
Ross Anan,,Altaran,Male,,,,,,,,,WH,19,WH,29,,,,Alive,,Sailor,,,
Roshan,,Unknown nationality,Male,,,,,,,ACOS,36,,,,,White Tower,,,Alive,,Warder,,,
Rorik,,Unknown nationality,Male,,,,,,,,,TGS,26,TGS,26,White Tower,,,Alive,,Warder,,,
Ronja,,Aiel,Male,,,,,,,,,AMOL 37,,AMOL 37,,,,,Alive,,,,,
Ronam,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,Unknown,,Clan chief,,Taardad,Unknown sept
Ronan,,Shienaran,Male,,,White,,,,,,TGH,2,TGH,2,Agelmar Jagad,,,Dead,TGH 6,,,,
Roidelle,,Unknown nationality,Male,,,Graying,,Bulky,,,,KOD,26,TGS,27,Band of the Red Hand,,,Alive,,Mapmaker,,,
Rolan,,Aiel,Male,Tall,,,Blue,,,,,TPOD,30,KOD,30,Sevanna,,,Dead,1000 NE,,,Unknown clan,Unknown sept
Roidan,,Aiel,Male,,,Gray,Icy blue,,,,,TFOH,41,LOC,4,,,,Alive,,,,Nakai,Salt Flat
Rogosh,,Talmouri,Male,,,White,Sharp,,,,,TGH,47,TGH,47,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Roedran Almaric do Arreloa a'Naloy,,Murandian,Male,,,"White, thinning",,Corpulent,,TFOH,11,AMOL,5,AMOL,6,Murandy,King of Murandy,King,Alive,,,,,
Rodrivar Tihera,,Tairen,Male,,,"Graying, curly",Black,Lean,,,,TPOD,21,AMOL,20,The Dragon Reborn,,Captain,Alive,,,,,
Rodic,,,Male,,,,,,,,,TGS,4,TGS,4,Younglings,,,Alive,,,,,
Robb Solter,,Andoran,Male,,,,,,,,,TOM,26,TOM,26,Perrin Aybara,,,Alive,,,,,
Rinnin,,Shienaran,Male,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,Farmer,,,
Rodel Ituralde,,Domani,Male,Short,,,,,,TFOH,27,COT,Prologue,AMOL,Epilogue,Arad Doman,Five Great Captains,King,Alive,,,,,
Ries Gorthanes,,Cairhienin,Male,Taller then most Cairhienin,,,,Broad Shoulders,,NS,13,NS,14,NS,14,,,,Alive,,,,,
Verine,,Unknown nationality,Female,,,,,,,,,TFOH,19,TFOH,19,White Tower,,Accepted,Dead,,,,,
Riddem,,Unknown nationality,Male,,,,,,,,,TOM,9,TOM,9,Band of the Red Hand,,,Dead,1000 NE,Soldier,,,
Velina Behar,859 NE,Saldaean,Female,,,,"Sharp, Tilted",,,,,TPOD,25,TPOD,25,Black Ajah,,Aes Sedai,Unknown,,Sitter,White Ajah,,
Vayelle Kamsa,914 NE,Unknown nationality,Female,,,,,,,WH,13,,,,,White Tower,,Aes Sedai,Alive,,,Red Ajah,,
Vasha,,Domani,Female,,,"Long, black",Green,,,,,TGS,13,TGS,13,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Verin Mathwin,849 NE,Far Madding,Female,Short,,"Brown, with a touch of gray",Dark,Plump,,NS,3,NS,10,TGS,39,The Light,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,
Varuna Morrigan,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,681 NE,,Green Ajah,,
Varilin Zanaire,831 NE,Saldaean,Female,Tall,,Red,,Slender,,LOC,13,LOC,30,TOM,27,White Tower,,Aes Sedai,Alive,,Sitter,Gray Ajah,,
Varuota,,Seanchan,Female,,,,,,,AMOL,24,,,,,,,Empress,Dead,,,,,
Vanora Carridin,,Amadician,Female,,,,,,,TSR,38,,,,,,,,Dead,,Unknown occupation,,,
Vandene Namelle,Around 700 NE,Mayener,Female,,,White,,Slender,,,,TGH,22,KOD,31,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Valinde Nathenos,,Illianer,Female,,,,,Stout,,LOC,41,LOC,49,LOC,49,White Tower,,Aes Sedai,Alive,,,White Ajah,,
Valene Sural,972 NE,Unknown nationality,Female,,,,,,,The Wheel of Time Companion,,,,,,,,Aes Sedai,Alive,,,Red Ajah,,
Valera Gorovni,748 NE,Kandori,Female,Little,,,,Plump,,,,NS,7,NS,8,White Tower,,Aes Sedai,Dead,979 NE,,Brown Ajah,,
Valera Prosnarin,,Ghealdanin,Female,,,,,,,RPG,,,,,,,Lady,Lady,Dead,,,,,
Saal,,Tar Valon,Female,,,,Big Brown,,,,,TDR,31,TDR,31,,,,Alive,,Maid,,,
Thad Haren,,Andoran,Male,,,,,,,TFOH,1,TFOH,12,TFOH,28,Gareth Bryne,,,Alive,,,,,
Vadere,,Altaran,Female,,,,,,,,,COT,26,COT,26,,,,Alive,,Innkeeper,,,
Tham Felmley,,Andoran,Male,,,,,,,TOM,29,,,,,,,,Dead,,Brickmason,,,
Teven Marwin,,Andoran,Male,,,,,,,TSR,40,,,,,Two Rivers,,,Dead,999 NE,,,,
Thad Torfinn,,Andoran,Male,,,,,Skinny,,,,LOC,Prologue,KOD,29,Two Rivers,,,Alive,,Farmer,,,
Teven Aerwin,,Unknown nationality,Male,,,,,,,TGH,5,,,,,,,,Dead,,Author,,,
Teva,,Shienaran,Male,,,,,,,TGH,26,,,,,,,,Dead,,,,,
Teryl Wynter,,Murandian,Male,Tall,,Dark red,Blue,Lean,,LOC,43,TPOD,7,KOD,30,The Dragon Reborn,,,Alive,,Warder,,,
Tema,,Shienaran,Male,Average,,Round gray bowl,,,,,,TGH,2,TGH,6,,,,Alive,,Stableman,,,
Termendal,,Shiotan,Male,,,White,Blue,,,ACOS,Prologue,,,,,,,,Dead,,Poet,,,
Tell Lewin,,Andoran,Male,,,,,Lanky,,,,TSR,33,KOD,4,Two Rivers,,,Alive,,Soldier,,,
Tervail Dura,,Tarabon,Male,,,Dark,,Lean,,,,LOC,30,KOD,24,White Tower,,,Alive,,Warder,,,
Tellaen,,Domani,Male,,,,,portly,,,,TGS,1,TGS,11,,Lord,,Alive,,,,,
Telabin,,Ghealdanin,Male,,,,,,,TPOD,8,,,,,Ghealdan,,,Alive,,,,,
Teacal,,Domani,Male,,,,,,,COT,Prologue,,,COT,Prologue,Arad Doman,Lord,,Alive,,,,,
Tavan,,Cairhienin,Male,,,,,,,,,KOD,32,,,Rebel Aes Sedai,,,Dead,1000 NE,Warder,,,
Tedosian,,Tairen,Male,,,,,Thick,,TSR,4,TSR,8,TGS,42,,Lord,High Lord,Alive,,,,,
Tarran,,Saldaean,Male,,,,,,,,,TOM,24,TOM,24,Saldaea,,,Alive,,Soldier,,,
Tavalad,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,Unknown,,Clan chief,,Goshien,Unknown sept
Tarra,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,Unknown,,Soldier,,Taardad,Unknown sept
Tando,,Andoran,Male,,,,,,,,,TGS,13,TGS,13,Younglings,,,Alive,,Soldier,,,
Taringail Damodred,,Cairhienin,Male,,,,,,,NS,6,,,,,,Lord,,Dead,984 NE,,,,
Taril Canler,,Andoran,Male,"5'10""",,Graying,,Sturdy,,ACOS,27,WH,Prologue,AMOL,21,Logain Ablar,,Asha'man,Alive,,Asha'man,,,
Tammuz,,Taraboner,Male,,,,,Big,,,,TGH,27,TDR,40,,,,,,Illuminator,,,
Tamaav,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,Unknown,,Clan chief,,Unknown clan,Unknown sept
Tamrin,,Taraboner,Male,,,,,,,TSR,38,,,,,Tarabon,,,Alive,,Soldier,,,
Tamlin al'Thor,,Andoran,Male,,,Gray,,,,,,TEOTW,Ravens,AMOL,Epilogue,Perrin Aybara,Village Councilor,First Captain,Alive,,Soldier,,,
Taric,,Aiel,Male,,,,,,,LOC,33,,,,,,,,Alive,,,,Unknown clan,Unknown sept
Talric,,Unknown nationality,Male,,,,,,,TGS,40,,,,,White Tower,,,Alive,,Warder,,,
Rhys a'Balaman,,Murandian,Male,,,,Stones,,,,,KOD,13,KOD,13,House Marne,,,Dead,1000 NE,Mercenary,,,
Rhuarc,,Aiel,Male,Tall,,"Dark red, graying",,Muscular,,,,TDR,39,AMOL,42,,,,Deceased,,Clan chief,,Taardad,
Rett,,Domani,Male,,,,,,,TOM,21,,,,,Dragon Reborn,,,Dead,1000 NE,Soldier,,,
